,fips,state_name,hospital_name,hospital_type,hq_address,hq_city,hq_state,latitude,longtitude
6235,51710.0,Virginia,Kempsville Center for Behavioral Health,Psychiatric Hospital,860 Kempsville Rd,Norfolk,VA,36.853049,-76.18964909999994
6236,48439.0,Texas,FMC Carswell,Short Term Acute Care Hospital,3000 I St,Fort Worth,TX,32.774584,-97.424714
6237,13009.0,Georgia,Central State Hospital,Psychiatric Hospital,2450 Vinson Hwy,Milledgeville,GA,33.029584200000045,-83.20382589999997
6238,53053.0,Washington,Child Study and Treatment Center,Psychiatric Hospital,8805 Steilacoom Blvd Sw,Lakewood,WA,47.178908500000034,-122.55546319999996
6239,6071.0,California,Totally Kids Rehabilitation Hospital,Rehabilitation Hospital,1720 Mountain View Ave,Loma Linda,CA,34.069719,-117.244815
6240,32031.0,Nevada,PAM Specialty Hospital of Sparks (FKA Tahoe Pacific Hospitals - North),Long Term Acute Care Hospital,2375 E Prater Way,Sparks,NV,39.54121330000004,-119.69712359999994
6241,72021.0,Puerto Rico,Puerto Rico Womens and Children Hospital (FKA Puerto Rico Childrens Hospital),Childrens Hospital,State Rd # 2 Km 117 Interior,Bayamon,PR,18.395039,-66.14971159999993
6242,48479.0,Texas,Laredo Rehabilitation Hospital,Rehabilitation Hospital,2005a E Bustamante St,Laredo,TX,27.533639900000026,-99.47360589999994
6243,48453.0,Texas,Cross Creek Hospital,Psychiatric Hospital,8402 Cross Park Dr,Austin,TX,30.33799730000004,-97.67732129999996
6244,18097.0,Indiana,NeuroPsychiatric Hospital of Indianapolis,Psychiatric Hospital,6720 Parkdale Pl,Indianapolis,IN,39.82622470000007,-86.27886159999997
6245,5035.0,Arkansas,Perimeter Behavioral Hospital of West Memphis (FKA WoodRidge Behavioral Hospital),Psychiatric Hospital,600 N 7th St,West Memphis,AR,35.15136720000004,-90.17585479999995
6246,48439.0,Texas,Texas Rehabilitation Hospital of Arlington,Rehabilitation Hospital,900 W Arbrook Blvd,Arlington,TX,32.68210190000008,-97.11936609999998
6247,48201.0,Texas,PAM Rehabilitation Hospital of Clear Lake (FKA Bay Area Rehabilitation Hospital of Webster),Rehabilitation Hospital,110 E Medical Center Blvd,Webster,TX,29.543251300000065,-95.12202219999996
6248,23019.0,Maine,Northern Light Acadia Hospital,Psychiatric Hospital,268 Stillwater Ave,Bangor,ME,44.82061650000003,-68.76330929999995
6249,48201.0,Texas,Memorial Hermann Cypress Hospital,Short Term Acute Care Hospital,27800 Highway 290,Cypress,TX,29.98208740000007,-95.72493059999994
6250,37077.0,North Carolina,FMC Butner,Short Term Acute Care Hospital,Old N Carolina Hwy 75,Butner,NC,36.13208920000005,-78.75667139999996
6251,21067.0,Kentucky,FMC Lexington,Short Term Acute Care Hospital,3301 Leestown Rd,Lexington,KY,38.10311070000006,-84.56136849999996
6252,27109.0,Minnesota,FMC Rochester,Short Term Acute Care Hospital,2110 E Center St,Rochester,MN,44.024194,-92.436226
6253,25027.0,Massachusetts,FMC Devens,Short Term Acute Care Hospital,42 Patton Rd,Ayer,MA,42.536014100000045,-71.61393479999998
6254,48085.0,Texas,Texas Health Seay Behavioral Health Plano,Psychiatric Hospital,6110 W Parker Rd,Plano,TX,33.04345440000003,-96.83510289999998
6255,48347.0,Texas,Cecil Bomar Rehabilitation Center,Rehabilitation Hospital,707 Woods St,Nacogdoches,TX,31.61199230000005,-94.646609
6256,48439.0,Texas,Texas Health Springwood Behavioral Health Hospital HEB,Psychiatric Hospital,2717 Tibbets Dr,Bedford,TX,32.83457370000008,-97.12238619999994
6257,48181.0,Texas,TMC Behavioral Health Center,Psychiatric Hospital,2601 N Cornerstone Dr,Sherman,TX,33.663465400000064,-96.61329879999994
6258,48041.0,Texas,CHI St Joseph Health Rehabilitation Hospital,Rehabilitation Hospital,1600 Joseph Dr,Bryan,TX,30.66025810000008,-96.3508996
6259,32003.0,Nevada,Henderson Hospital,Short Term Acute Care Hospital,1050 W Galleria Dr,Henderson,NV,36.07284320000008,-115.03047339999996
6260,6095.0,California,Crestwood Psychiatric Health Facility - Solano,Psychiatric Hospital,2201 Tuolumne St,Vallejo,CA,38.13079820000007,-122.241292
6261,6099.0,California,Stanislaus County Psychiatric Health Facility,Psychiatric Hospital,1904 Richland Ave,Ceres,CA,37.600251300000025,-120.9632767
6262,6089.0,California,Restpadd Psychiatric Health Facility - Redding,Psychiatric Hospital,2750 Eureka Way,Redding,CA,40.58618230000008,-122.41182019999997
6263,47113.0,Tennessee,Perimeter Behavioral of Jackson (FKA Oaks Behavioral Hospital),Psychiatric Hospital,49 Old Hickory Blvd,Jackson,TN,35.65433180000008,-88.82577539999994
6264,12021.0,Florida,Landmark Hospital of Southwest Florida,Long Term Acute Care Hospital,1285 Creekside Blvd E,Naples,FL,26.270200300000056,-81.78865559999997
6265,12125.0,Florida,Reception and Medical Center,Short Term Acute Care Hospital,7765 S County Road 231,Lake Butler,FL,29.9874,-82.3556
6266,55025.0,Wisconsin,UW Health Rehabilitation Hospital,Rehabilitation Hospital,5115 N Biltmore Ln,Madison,WI,43.153335,-89.29644629999996
6267,30031.0,Montana,Bozeman Health Big Sky Medical Center,Critical Access Hospital,334 Town Center Ave,Big Sky,MT,45.260304,-111.30078489999994
6268,17163.0,Illinois,Memorial Hospital East,Short Term Acute Care Hospital,1404 Cross St,Shiloh,IL,38.57506690000002,-89.90908469999994
6269,32003.0,Nevada,Orthopedic Specialty Hospital of Nevada,Short Term Acute Care Hospital,8656 W Patrick Ln,Las Vegas,NV,36.07900310000008,-115.28107289999996
6270,16027.0,Idaho,St Lukes Nampa Medical Center,Short Term Acute Care Hospital,9850 St Lukes Dr,Nampa,ID,43.61739070000005,-116.59030869999998
6271,53033.0,Washington,MultiCare Covington Medical Center,Short Term Acute Care Hospital,17700 Se 272nd St,Covington,WA,47.35897440000008,-122.10420829999998
6272,8014.0,Colorado,UCHealth Broomfield Hospital,Short Term Acute Care Hospital,11820 Destination Dr,Broomfield,CO,39.91037890000007,-105.0914542
6273,5143.0,Arkansas,Arkansas Childrens Northwest,Childrens Hospital,2601 Gene George Blvd,Springdale,AR,36.162964300000056,-94.19280809999998
6274,24510.0,Maryland,Metropolitan Transition Center Correctional Facility,Short Term Acute Care Hospital,954 Forrest St,Baltimore,MD,39.29934,-76.607092
6275,12117.0,Florida,Oviedo Medical Center,Short Term Acute Care Hospital,8300 Red Bug Lake Rd,Oviedo,FL,28.657883,-81.22805329999994
6276,27103.0,Minnesota,Saint Peter Regional Treatment Center,Psychiatric Hospital,100 Freeman Dr,Saint Peter,MN,44.306082600000025,-93.98205759999996
6277,8035.0,Colorado,Denver Springs,Psychiatric Hospital,8835 American Way,Englewood,CO,39.55861130000005,-104.82673569999996
6278,4013.0,Arizona,Copper Springs,Psychiatric Hospital,10550 W Mcdowell Rd,Avondale,AZ,33.465375900000026,-112.2878596
6279,48367.0,Texas,ClearSky Rehabilitation Hospital of Weatherford (FKA Weatherford Rehabilitation Hospital),Rehabilitation Hospital,703 Eureka St,Weatherford,TX,32.750600700000064,-97.787773
6280,39049.0,Ohio,SUN Behavioral Columbus,Psychiatric Hospital,900 E Dublin Granville Rd,Columbus,OH,40.088993,-82.99352149999999
6281,8041.0,Colorado,Childrens Hospital Colorado - Colorado Springs,Childrens Hospital,4090 Briargate Pkwy,Colorado Springs,CO,38.96599760000004,-104.75454349999995
6282,20173.0,Kansas,Wesley Childrens Hospital,Childrens Hospital,550 N Hillside St,Wichita,KS,37.69527350000004,-97.29778309999996
6283,56025.0,Wyoming,Summit Medical Center,Short Term Acute Care Hospital,6350 E 2nd St,Casper,WY,42.841209400000025,-106.2319738
6284,39061.0,Ohio,TriHealth Rehabilitation Hospital,Rehabilitation Hospital,2155 Dana Ave,Cincinnati,OH,39.14481840000008,-84.45902409999997
6285,41039.0,Oregon,Oregon State Hospital - Junction City,Psychiatric Hospital,29398 Recovery Way,Junction City,OR,44.16527890000003,-123.19521419999997
6286,25023.0,Massachusetts,High Point Hospital,Psychiatric Hospital,52 Oak St,Middleboro,MA,41.89439260000006,-70.91459689999994
6287,51059.0,Virginia,Inova Womens Hospital,Short Term Acute Care Hospital,3300 Gallows Rd,Falls Church,VA,38.86810540000005,-77.20027449999998
6288,6099.0,California,Encompass Health Rehabilitation Hospital of Modesto (FKA HealthSouth Rehabilitation Hospital of Modesto),Rehabilitation Hospital,1303 Mable Ave,Modesto,CA,37.697054,-120.975465
6289,37183.0,North Carolina,Triangle Springs,Psychiatric Hospital,10901 World Trade Blvd,Raleigh,NC,35.90275330000003,-78.81578829999995
6290,36103.0,New York,Stony Brook Childrens Hospital,Childrens Hospital,101 Nicolls Rd,Stony Brook,NY,40.90901360000004,-73.11535529999998
6291,39095.0,Ohio,Rehabilitation Hospital of Northwest Ohio,Rehabilitation Hospital,1455 W Medical Loop,Toledo,OH,41.61554540000003,-83.62060869999993
6292,5051.0,Arkansas,CHI St Vincent Hot Springs Rehabilitation Hospital,Rehabilitation Hospital,1636 Higdon Ferry Rd,Hot Springs,AR,34.463680700000054,-93.07492619999994
6293,4013.0,Arizona,Cobalt Rehabilitation Hospital of Surprise,Rehabilitation Hospital,13060 W Bell Rd,Surprise,AZ,33.63939440000007,-112.341321
6294,22071.0,Louisiana,Cobalt Rehabilitation Hospital of New Orleans,Rehabilitation Hospital,3801 Bienville Ave,New Orleans,LA,29.975012,-90.09636309999996
6295,39139.0,Ohio,Ontario Hospital,Short Term Acute Care Hospital,715 Richland Mall,Ontario,OH,40.771942,-82.593538
6296,38017.0,North Dakota,PAM Rehabilitation Hospital of Fargo (FKA Cobalt Rehabilitation Hospital Fargo),Rehabilitation Hospital,4671 38th St S,Fargo,ND,46.7866,-96.8306
6297,20091.0,Kansas,Cottonwood Springs,Psychiatric Hospital,13351 S Arapaho Dr,Olathe,KS,38.88578230000007,-94.76778329999996
6298,22009.0,Louisiana,Beacon Behavioral Hospital - Bunkie,Psychiatric Hospital,323 Evergreen St,Bunkie,LA,30.953037,-92.17728289999997
6299,39093.0,Ohio,ClearVista Health and Wellness,Psychiatric Hospital,3364 Kolbe Rd,Lorain,OH,41.43919660000006,-82.23600379999993
6300,48423.0,Texas,CHRISTUS Mother Frances Hospital - South Tyler,Short Term Acute Care Hospital,8389 S Broadway Ave,Tyler,TX,32.25802120000003,-95.3086985
6301,39061.0,Ohio,Blueridge Vista Health and Wellness,Psychiatric Hospital,5500 Verulam Ave,Cincinnati,OH,39.173125500000026,-84.430103
6302,45015.0,South Carolina,Roper St Francis Healthcare (AKA Berkeley Hospital),Short Term Acute Care Hospital,100 Callen Blvd,Summerville,SC,33.097117,-80.136218
6303,39049.0,Ohio,Columbus Springs East,Short Term Acute Care Hospital,2085 Citygate Dr,Columbus,OH,40.01265650000005,-82.91410089999994
6304,40109.0,Oklahoma,Oakwood Springs,Psychiatric Hospital,13101 Memorial Springs Ct,Oklahoma City,OK,35.602305100000024,-97.5276012
6305,5031.0,Arkansas,Arkansas Continued Care Hospital of Jonesboro,Short Term Acute Care Hospital,3024 Red Wolf Blvd,Jonesboro,AR,35.80837870000005,-90.66657739999994
6306,25027.0,Massachusetts,TaraVista Behavioral Health Center,Psychiatric Hospital,85 Patton Rd,Devens,MA,42.530394700000045,-71.61494409999995
6307,56037.0,Wyoming,Aspen Mountain Medical Center,Short Term Acute Care Hospital,4401 College Dr,Rock Springs,WY,41.6029,-109.2478
6308,48039.0,Texas,Encompass Health Rehabilitation Hospital of Pearland (FKA HealthSouth Pearland Rehabilitation Hospital),Rehabilitation Hospital,2121 Business Center Dr,Pearland,TX,29.57308530000006,-95.3901441
6309,37059.0,North Carolina,Wake Forest Baptist Health - Davie Medical Center,Short Term Acute Care Hospital,329 Nc Highway 801 N,Bermuda Run,NC,36.00762720000006,-80.44981639999997
6310,36061.0,New York,NYU Langone Hassenfeld Childrens Hospital,Childrens Hospital,430 E 34th St,New York,NY,40.74337768600003,-73.97308349599996
6311,49011.0,Utah,Layton Hospital,Short Term Acute Care Hospital,201 W Layton Pkwy,Layton,UT,41.051571600000045,-111.96845259999998
6312,2020.0,Alaska,Alaska VA Healthcare System,VA Hospital,1201 N Muldoon Rd,Anchorage,AK,61.23271710000006,-149.744364
6313,41029.0,Oregon,Southern Oregon VA Rehabilitation Center (AKA White City VA Medical Center),VA Hospital,8495 Crater Lake Hwy,White City,OR,42.443231,-122.83551259999996
6314,1083.0,Alabama,North Alabama Specialty Hospital,Long Term Acute Care Hospital,700 W Market St,Athens,AL,34.80426070000004,-86.979177
6315,9011.0,Connecticut,Stonington Institute,Psychiatric Hospital,75 Swantown Hill Rd,North Stonington,CT,41.47432770000006,-71.92806969999998
6316,17031.0,Illinois,Rush University Childrens Hospital (FKA Rush Childrens Hospital),Childrens Hospital,1620 W Harrison St,Chicago,IL,41.87467850000007,-87.66746129999996
6317,39093.0,Ohio,University Hospitals Avon Rehabilitation Hospital,Rehabilitation Hospital,37900 Chester Rd,Avon,OH,41.46785980000004,-82.04403389999999
6318,32003.0,Nevada,Dignity Health St Rose Dominican - North Las Vegas Campus,Short Term Acute Care Hospital,1550 W Craig Rd,North Las Vegas,NV,36.24022740000004,-115.16269949999996
6319,48441.0,Texas,Hendrick Center for Rehabilitation,Rehabilitation Hospital,1934 Hickory St,Abilene,TX,32.471478700000034,-99.73554769999998
6320,39093.0,Ohio,Cleveland Clinic Rehabilitation Hospital - Avon,Rehabilitation Hospital,33355 Health Campus Blvd,Avon,OH,41.47310810000005,-81.98581239999999
6321,47157.0,Tennessee,Spence and Becky Wilson Baptist Childrens Hospital,Childrens Hospital,6225 Humphreys Blvd,Memphis,TN,35.127921,-89.855224
6322,72127.0,Puerto Rico,Multy Medical Facilities Corporation,Rehabilitation Hospital,402 Munoz Rivera Avenue,Hato Rey,PR,18.42044940000005,-66.05745749999994
6323,39007.0,Ohio,Generations Behavioral Health - Geneva,Psychiatric Hospital,60 West St,Geneva,OH,41.798375,-80.963939
6324,39035.0,Ohio,Highland Springs,Psychiatric Hospital,4199 Millpond Dr,Highland Hills,OH,41.45036390000007,-81.52235559999997
6325,25005.0,Massachusetts,Southcoast Behavioral Health,Psychiatric Hospital,581 Faunce Corner Rd,Dartmouth,MA,41.674167,-70.98532
6326,8041.0,Colorado,UCHealth Grandview Hospital,Short Term Acute Care Hospital,5623 Pulpit Peak Vw,Colorado Springs,CO,38.911021600000026,-104.81687659999994
6327,17201.0,Illinois,Javon Bea Hospital - Riverside,Short Term Acute Care Hospital,8201 E Riverside Blvd,Rockford,IL,42.30964,-88.990414
6328,8123.0,Colorado,UCHealth Greeley Hospital,Short Term Acute Care Hospital,6767 29th St Rd,Greeley,CO,40.39095220000007,-104.78999119999996
6329,6059.0,California,Laguna Treatment Hospital,Psychiatric Hospital,24552 Pacific Park Dr,Aliso Viejo,CA,33.571159400000056,-117.70117589999997
6330,26163.0,Michigan,Vibra Hospital of Southeastern Michigan DMC,Long Term Acute Care Hospital,261 Mack Ave,Detroit,MI,42.34984160000005,-83.05545829999994
6331,8035.0,Colorado,UCHealth Highlands Ranch Hospital,Short Term Acute Care Hospital,1500 Park Central Drive,Highlands Ranch,CO,39.544576,-104.765744
6332,6029.0,California,Bakersfield Behavioral Healthcare Hospital,Psychiatric Hospital,5201 White Ln,Bakersfield,CA,35.31677,-119.060619
6333,48085.0,Texas,Eminent Medical Center,Short Term Acute Care Hospital,1351 W President George Bush Hwy,Richardson,TX,32.999190500000054,-96.75583959999994
6334,53061.0,Washington,Smokey Point Behavioral Hospital,Psychiatric Hospital,3955 156th St Ne,Marysville,WA,48.13876840000006,-122.1797211
6335,32031.0,Nevada,Reno Behavioral Healthcare Hospital,Psychiatric Hospital,6940 Sierra Center Pkwy,Reno,NV,39.463896,-119.776101
6336,20173.0,Kansas,Rock Regional Hospital,Short Term Acute Care Hospital,3251 N Rock Road,Derby,KS,37.584474,-97.226139
6337,18017.0,Indiana,Logansport State Hospital,Psychiatric Hospital,1098 S State Road 25,Logansport,IN,40.741304,-86.391282
6338,48201.0,Texas,SUN Behavioral Houston,Psychiatric Hospital,7601 Fannin St,Houston,TX,29.69078760000008,-95.4005815
6339,37119.0,North Carolina,Carolinas ContinueCARE Hospital at University,Long Term Acute Care Hospital,8800 N Tryon St,Charlotte,NC,35.30663060000006,-80.74725119999994
6340,27113.0,Minnesota,Sanford Behavioral Health Hospital,Psychiatric Hospital,120 Labree Ave S,Thief River Falls,MN,48.11656440000007,-96.18022809999997
6341,48113.0,Texas,Garland Behavioral Hospital,Psychiatric Hospital,2300 Marie Curie Dr,Garland,TX,32.918609,-96.662668
6342,48061.0,Texas,Palms Behavioral Health,Psychiatric Hospital,613 Victoria Ln,Harlingen,TX,26.163517900000045,-97.67214879999996
6343,1111.0,Alabama,Tanner Medical Center - East Alabama,Critical Access Hospital,1032 Main St S,Wedowee,AL,33.295,-85.4787
6344,21117.0,Kentucky,SUN Behavioral Kentucky,Psychiatric Hospital,820 Dolwick Drive,Erlanger,KY,39.03841610000006,-84.59532539999998
6345,53053.0,Washington,CHI Franciscan Rehabilitation Hospital,Rehabilitation Hospital,815 S Vassault St,Tacoma,WA,47.252769,-122.520247
6346,47157.0,Tennessee,Unity Psychiatric Care - Memphis (FKA Behavioral Healthcare Center at Memphis),Psychiatric Hospital,1505 N 2nd St,Memphis,TN,35.18261780000006,-90.04699379999994
6347,45079.0,South Carolina,Columbia Regional Care Center,Short Term Acute Care Hospital,7901 Farrow Rd,Columbia,SC,34.078573,-80.97780609999995
6348,48141.0,Texas,THOP Horizon City Campus,Short Term Acute Care Hospital,13600 Horizon Blvd,Horizon City,TX,31.682286900000065,-106.20801359999996
6349,6073.0,California,Kaiser Permanente San Diego Medical Center,Short Term Acute Care Hospital,9455 Clairemont Mesa Blvd,San Diego,CA,32.82991550000003,-117.12501959999996
6350,6019.0,California,Central Star Youth Psychiatric Health Facility,Psychiatric Hospital,4411 E Kings Canyon Rd,Fresno,CA,36.73701160000007,-119.7522856
6351,5035.0,Arkansas,Baptist Memorial Hospital Crittenden,Short Term Acute Care Hospital,2100 N 7th St,West Memphis,AR,35.175899,-90.177446
6352,55009.0,Wisconsin,Libertas Treatment Center - Green Bay,Short Term Acute Care Hospital,1701 Dousman St,Green Bay,WI,44.534168100000045,-88.06392609999995
6353,31055.0,Nebraska,Madonna Rehabilitation Hospital - Omaha,Rehabilitation Hospital,17500 Burke St,Omaha,NE,41.25980940000005,-96.18783569999994
6354,47157.0,Tennessee,Crestwyn Behavioral Health,Psychiatric Hospital,9485 Crestwyn Hills Dr,Memphis,TN,35.04162530000008,-89.74720659999997
6355,48291.0,Texas,Cleveland Emergency Hospital,Short Term Acute Care Hospital,1017 S Travis Ave,Cleveland,TX,30.328296700000067,-95.09379149999997
6356,22103.0,Louisiana,AMG Physical Rehabilitation Hospital - Covington,Rehabilitation Hospital,5025 Keystone Blvd,Covington,LA,30.41232750000006,-90.08093629999996
6357,1021.0,Alabama,St Vincents Chilton,Short Term Acute Care Hospital,2030 Lay Dam Rd,Clanton,AL,32.88029130000007,-86.622606
6358,4005.0,Arizona,Rehabilitation Hospital of Northern Arizona,Rehabilitation Hospital,1851 N Gemini Drive,Flagstaff,AZ,35.209587800000065,-111.63047059999997
6359,32003.0,Nevada,PAM Rehabilitation Hospital of Centennial Hills,Rehabilitation Hospital,6166 N Durango Dr,Las Vegas,NV,36.27510330000007,-115.28008569999996
6360,18089.0,Indiana,Community Stroke and Rehabilitation Hospital,Rehabilitation Hospital,10215 Broadway,Crown Point,IN,41.43025,-87.33493829999998
6361,35049.0,New Mexico,Presbyterian Santa Fe Medical Center,Short Term Acute Care Hospital,4801 Beckner Rd,Santa Fe,NM,35.628806,-106.046852
6362,47113.0,Tennessee,West Tennessee Healthcare Rehabilitation Hospital Jackson (FKA Spire Jackson Rehabilitation Hospital),Rehabilitation Hospital,616 W Forest Ave,Jackson,TN,35.634885600000075,-88.82832629999996
6363,39041.0,Ohio,Mount Carmel Rehabilitation Hospital,Rehabilitation Hospital,597 Executive Campus Dr,Westerville,OH,40.143908,-82.94801209999997
6364,42071.0,Pennsylvania,Lancaster Behavioral Health Hospital,Psychiatric Hospital,333 Harrisburg Ave,Lancaster,PA,40.050079,-76.315695
6365,55009.0,Wisconsin,Willow Creek Behavioral Health,Psychiatric Hospital,1351 Ontario Rd,Green Bay,WI,44.47731220000003,-87.92757369999998
6366,39049.0,Ohio,Select Specialty Hospital - Columbus East,Long Term Acute Care Hospital,181 Taylor Ave,Columbus,OH,39.97065250000003,-82.96196119999996
6367,48183.0,Texas,Everest Rehabilitation Hospital of Longview,Rehabilitation Hospital,701 E Loop 281,Longview,TX,32.53400020000004,-94.711473
6368,48027.0,Texas,Everest Rehabilitation Hospital of Temple,Rehabilitation Hospital,23621 SE H K Dodgen Loop,Temple,TX,31.137452,-97.396019
6369,6019.0,California,Exodus Fresno Crisis Stabilization Center,Short Term Acute Care Hospital,4411 E Kings Canyon Rd,Fresno,CA,36.73719890000007,-119.75241419999998
6370,18173.0,Indiana,Ascension St Vincent Orthopedic Hospital,Short Term Acute Care Hospital,10388 Warrick Wellness Trl,Newburgh,IN,37.961509,-87.353954
6371,4013.0,Arizona,Dignity Health East Valley Rehabilitation Hospital,Rehabilitation Hospital,1515 W Chandler Blvd,Chandler,AZ,33.305529,-111.86868929999996
6372,28049.0,Mississippi,Select Specialty Hospital - Belhaven,Long Term Acute Care Hospital,1225 N State St,Jackson,MS,32.315053600000056,-90.1794976
6373,6075.0,California,Kentfield San Francisco,Long Term Acute Care Hospital,450 Stanyan St,San Francisco,CA,37.77407490000007,-122.45388929999996
6374,39147.0,Ohio,Sojourn at Seneca,Psychiatric Hospital,50 St Lawrence Dr,Tiffin,OH,41.1047,-83.2183
6375,13297.0,Georgia,Ridgeview Institute - Monroe,Psychiatric Hospital,709 Breedlove Dr,Monroe,GA,33.783237600000064,-83.71883429999997
6376,48141.0,Texas,Cobalt Rehabilitation Hospital in El Paso,Rehabilitation Hospital,1600 E Cliff Dr,El Paso,TX,31.776985,-106.479004
6377,19153.0,Iowa,MercyOne Clive Rehabilitation Hospital (FKA Mercy Rehabilitation Hospital),Rehabilitation Hospital,1401 Campus Dr,Clive,IA,41.60377930000004,-93.77224969999996
6378,15009.0,Hawaii,West Maui Hospital and Medical Center,Short Term Acute Care Hospital,Kaka'alaneo Rd,Lahaina,HI,20.936063600000068,-156.68205879999996
6379,38017.0,North Dakota,Sanford Medical Center Fargo,Short Term Acute Care Hospital,5225 23rd Ave S,Fargo,ND,46.845453700000064,-96.87650239999994
6380,45013.0,South Carolina,Encompass Health Rehabilitation Hospital of Bluffton,Rehabilitation Hospital,107 Seagrass Station Rd,Bluffton,SC,32.2858,-80.9416
6381,6085.0,California,San Jose Behavioral Health,Psychiatric Hospital,455 Silicon Valley Blvd,San Jose,CA,37.24896640000003,-121.77448349999996
6382,55035.0,Wisconsin,Marshfield Medical Center - Eau Claire,Short Term Acute Care Hospital,2310 Craig Rd,Eau Claire,WI,44.79416,-91.519061
6383,48113.0,Texas,First Baptist Medical Center,Short Term Acute Care Hospital,8111 Meadow Rd,Dallas,TX,32.888459100000034,-96.76663069999996
6384,28029.0,Mississippi,Copiah County Medical Center,Critical Access Hospital,27190 Highway 28,Hazlehurst,MS,31.87027090000004,-90.41483539999996
6385,53011.0,Washington,Rainier Springs,Psychiatric Hospital,2805 Ne 129th St,Vancouver,WA,45.71452,-122.640747
6386,29019.0,Missouri,CenterPointe Hospital of Columbia,Psychiatric Hospital,1201 International Drive,Columbia,MO,39.043175,-92.279419
6387,40143.0,Oklahoma,St John Rehabilitation Hospital,Rehabilitation Hospital,1200 W Albany St,Broken Arrow,OK,36.07731740000003,-95.80383029999996
6388,48453.0,Texas,Baylor Scott & White Clinic - Austin Oak Hill,Short Term Acute Care Hospital,5251 W US-290,Austin,TX,30.236030579000044,-97.83522033699995
6389,34015.0,New Jersey,Inspira Medical Center Mullica Hill,Short Term Acute Care Hospital,700 Mullica Hill Rd,Mullica Hill,NJ,39.71641070000004,-75.15254909999999
6390,48439.0,Texas,Saint Camillus Medical Center,Short Term Acute Care Hospital,1612 Hurst Town Center Dr,Hurst,TX,32.843134,-97.18802439999996
6391,28047.0,Mississippi,Encompass Health Rehabilitation Hospital - Partner of Memorial Hospital at Gulfport (FKA HealthSouth Rehabilitation Hospital of Gulfport),Rehabilitation Hospital,4500 13th St,Gulfport,MS,30.366709,-89.115332
6392,10005.0,Delaware,Bayhealth Hospital - Sussex Campus,Short Term Acute Care Hospital,100 Wellness Way,Milford,DE,38.88683570000006,-75.39114379999995
6393,18097.0,Indiana,Assurance Health Indianapolis,Psychiatric Hospital,900 N High School Rd,Indianapolis,IN,39.777605900000026,-86.27329809999998
6394,40143.0,Oklahoma,PAM Rehabilitation Hospital of Tulsa,Rehabilitation Hospital,10020 E 91st St,Tulsa,OK,36.03073970000003,-95.864961
6395,48339.0,Texas,Woodland Springs,Psychiatric Hospital,15860 Old Conroe Rd,Conroe,TX,30.228597600000057,-95.53963689999996
6396,39061.0,Ohio,Assurance Health Cincinnati,Psychiatric Hospital,11690 Grooms Rd,Cincinnati,OH,39.28193690000006,-84.36759129999996
6397,12001.0,Florida,UF Health Neuromedicine Heart & Vascular Hospital,Short Term Acute Care Hospital,1505 Sw Archer Rd,Gainesville,FL,29.639410300000065,-82.34124089999995
6398,12031.0,Florida,UF Health North,Short Term Acute Care Hospital,15255 Max Leggett Pkwy,Jacksonville,FL,30.484077700000057,-81.63347619999996
6399,1117.0,Alabama,Encompass Health Rehabilitation Hospital of Shelby County (FKA HealthSouth Pelham),Rehabilitation Hospital,900 Oak Mountain Commons Ln,Pelham,AL,33.334325800000045,-86.78143389999997
6400,39035.0,Ohio,MetroHealth Parma Medical Center,Short Term Acute Care Hospital,12301 Snow Rd,Parma,OH,41.40418790000007,-81.77529279999999
6401,39035.0,Ohio,MetroHealth Cleveland Heights Medical Center,Short Term Acute Care Hospital,10 Severance Cir,Cleveland Heights,OH,41.51374520000007,-81.55034949999998
6402,48201.0,Texas,Sacred Oak Medical Center,Psychiatric Hospital,11500 Space Center Blvd,Houston,TX,29.62466020000005,-95.14064009999998
6403,13135.0,Georgia,Lakeview Behavioral Health,Psychiatric Hospital,1 Technology Pkwy S,Norcross,GA,33.956929600000024,-84.2182901
6404,42091.0,Pennsylvania,Malvern Institute - Willow Grove Addiction Treatment Center,Short Term Acute Care Hospital,240 Fitzwatertown Rd,Willow Grove,PA,40.15267060000008,-75.12694829999998
6405,48291.0,Texas,Texas Emergency Hospital,Short Term Acute Care Hospital,300 E Crockett St,Cleveland,TX,30.34191620000007,-95.085492
6406,39109.0,Ohio,Troy Hospital,Short Term Acute Care Hospital,600 W Main St,Troy,OH,40.04292440000006,-84.20955689999994
6407,32003.0,Nevada,Dignity Health St Rose Dominican - Blue Diamond Campus,Short Term Acute Care Hospital,4855 Blue Diamond Rd,Las Vegas,NV,36.03223290000005,-115.2071643
6408,32003.0,Nevada,Dignity Health St Rose Dominican - Sahara Campus,Short Term Acute Care Hospital,4980 W Sahara Ave,Las Vegas,NV,36.14659020000005,-115.20685179999998
6409,32003.0,Nevada,Dignity Health St Rose Dominican - West Flamingo Campus,Short Term Acute Care Hospital,9880 W Flamingo Rd,Las Vegas,NV,36.11582940000005,-115.30755719999996
6410,22019.0,Louisiana,Archer Institute of Lake Charles Memorial Health System,Short Term Acute Care Hospital,6713 Nelson Rd,Lake Charles,LA,30.133906,-93.232628
6411,39049.0,Ohio,OhioHealth Grove City Methodist Hospital,Short Term Acute Care Hospital,1375 Stringtown Rd,Grove City,OH,39.877049,-83.032447
6412,39049.0,Ohio,Mount Carmel Behavioral Health,Psychiatric Hospital,4646 Hilton Corporate Dr,Columbus,OH,39.93498510000006,-82.87319139999994
