EFX_ID|EFX_NAME|EFX_LEGAL_NAME|EFX_ADDRESS|EFX_CITY|EFX_STATE|EFX_STATEC|EFX_ZIPCODE|EFX_ZIP4|EFX_LAT|EFX_LO-|EFX_GEOPREC|EFX_REGION|EFX_CTRYISOCD|EFX_CTRYNUM|EFX_CTRYNAME|EFX_COUNTYNM|EFX_COUNTY|EFX_CMSA|EFX_CMSADESC|EFX_SOHO|EFX_BIZ|EFX_RES|EFX_CMRA|EFX_CONGRESS|EFX_SECADR|EFX_SECCTY|EFX_SECSTAT|EFX_STATEC2|EFX_SECZIP|EFX_SECZIP4|EFX_SECLAT|EFX_SECLO-|EFX_SECGEOPREC|EFX_SECREGION|EFX_SECCTRYISOCD|EFX_SECCTRYNUM|EFX_SECCTRYNAME|EFX_CTRYTELCD|EFX_GENDER|EFX_ETHNICITY|EFX_MBE|EFX_WBE|EFX_VET|EFX_BUSSIZE|EFX_GOV|EFX_FGOV|EFX_NONPROFIT|EFX_EDU|EFX_BUSSTAT|EFX_BUSSTATCD|EFX_WEB|EFX_YREST|EFX_CORPEMPCNT|EFX_LOCEMPCNT|EFX_CORPEMPCD|EFX_LOCEMPCD|EFX_CORPAMOUNT|EFX_CORPAMOUNTCD|EFX_CORPAMOUNTTP|EFX_CORPAMOUNTPREC|EFX_LOCAMOUNT|EFX_LOCAMOUNTCD|EFX_LOCAMOUNTTP|EFX_LOCAMOUNTPREC|EFX_PUBLIC|EFX_STKEXC|EFX_TCKSYM|EFX_PRIMSIC|EFX_SECSIC1|EFX_SECSIC2|EFX_SECSIC3|EFX_SECSIC4|EFX_PRIMSICDESC|EFX_SECSICDESC1|EFX_SECSICDESC2|EFX_SECSICDESC3|EFX_SECSICDESC4|EFX_PRIMNAICSCODE|EFX_SECNAICS1|EFX_SECNAICS2|EFX_SECNAICS3|EFX_SECNAICS4|EFX_PRIMNAICSDESC|EFX_SECNAICSDESC1|EFX_SECNAICSDESC2|EFX_SECNAICSDESC3|EFX_SECNAICSDESC4|EFX_LEGSUBNUMALL|EFX_LEGSUBNAMEALL|EFX_LEGSUBADDRESSALL|EFX_LEGSUBCITYALL|EFX_LEGSUBSTATEALL|EFX_LEGSUBZIPCODEALL|EFX_LEGSUBZIP4ALL|EFX_LEGSUBCOUNTYALL|EFX_LEGSUBCTRYISOCDALL|EFX_LEGSUBCTRYNUMALL|EFX_LEGSUBCTRYNAMEALL|EFX_LEGDOMULTNUMALL|EFX_LEGDOMULTNAMEALL|EFX_LEGDOMULTADDRESSALL|EFX_LEGDOMULTCITYALL|EFX_LEGDOMULTSTATEALL|EFX_LEGDOMULTZIPCODEALL|EFX_LEGDOMULTZIP4ALL|EFX_LEGDOMULTCOUNTYALL|EFX_LEGDOMULTCTRYISOCDALL|EFX_LEGDOMULTCTRYNUMALL|EFX_LEGDOMULTCTRYNAMEALL|EFX_LEGULTNUMALL|EFX_LEGULTNAMEALL|EFX_LEGULTADDRESSALL|EFX_LEGULTCITYALL|EFX_LEGULTSTATEALL|EFX_LEGULTZIPCODEALL|EFX_LEGULTZIP4ALL|EFX_LEGULTCOUNTYALL|EFX_LEGULTCTRYISOCDALL|EFX_LEGULTCTRYNUMALL|EFX_LEGULTCTRYNAMEALL|EFX_LEGULTPARENTIND|EFX_LEGPARENTIND|EFX_LEGLINKEDIND|EFX_AFFLULTNUMALL|EFX_AFFLULTNAMEALL|EFX_AFFLULTADDRESSALL|EFX_AFFLULTCITYALL|EFX_AFFLULTSTATEALL|EFX_AFFLULTZIPCODEALL|EFX_AFFLULTZIP4ALL|EFX_AFFULTCOUNTYALL|EFX_AFFLULTCTRYISOCDALL|EFX_AFFLULTCTRYNUMALL|EFX_AFFLULTCTRYNAMEALL|EFX_AFFLLINKEDIND|EFX_FRANCHISE|EFX_AFFLULTPARENTIND|EFX_AFFLPARENTIND|EFX_FOREIGN|EFX_FAILRATE|EFX_FAILLEVEL|EFX_FAILREASON1|EFX_FAILREASON2|EFX_FAILREASON3|EFX_FAILREASON4|EFX_CREDITSCORE|EFX_CREDITCLASS|EFX_CREDITPERC|EFX_CREDITREASON1|EFX_CREDITREASON2|EFX_CREDITREASON3|EFX_CREDITREASON4|EFX_BANKRUPTCY|EFX_DEAD|EFX_DEADDT|EFX_MRKT_TELEVER|EFX_MRKT_TELESCORE|EFX_MRKT_TOTALSCORE|EFX_MRKT_TOTALIND|EFX_MRKT_VACANT|EFX_MRKT_SEASONAL|EFX_EXTRACT_DATE
15|UNT TT ITE NTAIAIE|UNT TT ITE NTAIAIE|611 UFFE RD |BRISTOL|MA|25|1111|4111|41.167111|-71.63147|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y||Y|1||||||||||||0||1|Gender N/A|Ethnicity N/A||||X|||||Corporation|4|www.abc.untttitentaiaie.com|1984|640000|50|K|E|1111111|K|Corporate Sales|MDL|0|||||||4311|||||UNITED STATES POSTAL SERVICE|||||491110|491100||||Postal Service|Postal Service||||1358684|UNTD DTTD IDTE NTAIAIE|475 ENFNT IEZ DW AM 11811|GWM|DC|11161|4|1|USA|840|United States of America|1358684|UNTD DTTD IDTE NTAIAIE|475 ENFNT IEZ DW AM 11811|WDANGTN|DC|11161|4|1|USA|840|United States of America|1358684|UNTD DTTD IDTE NTAIAIE|475 ENFNT IEZ DW AM 11811|WDANGTN|DC|11161|4|1|USA|840|United States of America|||Y|1358684|UNTD DTTD IDTE NTAIAIE|475 ENFNT IEZ DW AM 11811|WDANGTN|DC|11161|4|1|USA|840|United States of America|Y|||||1|1|C5007|C0207|C5008|C0101|178|5|3|H0661|C1081|C1500|C3008||||Y|5|4|M|||6/21/2021
20|GN EAOAIA AAB NTAIAIE|GN EAOAIA AABETTN NTAIAIE, INC|67 AUNST RD 51|BRISTOL|MA|25|1111|1713|41.181111|-71.573163|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||X|||||Corporation|4|www.abc.gneaoaiaaabntaiaie.com|1998|14229|0|K||4565834|K|Corporate Revenue|ACTUAL|0||||2|||8051|||||SKILLED NURSING CARE FACILITIES|||||623990|||||Other Residential Care Facilities|||||117446761|GNDD AABETTN NTAIAIED|111  RDT RD|GWM|PA|17348|3166|29|USA|840|United States of America|13411667|GNDD ADAADOAIA LLD|111 . RDT RD.|KNNTT DQUA|PA|17348|||USA|840|United States of America|13411667|GNDD ADAADOAIA LLD|111 . RDT RD.|KNNTT DQUA|PA|17348|||USA|840|United States of America|||Y|13411667|GNDD ADAADOAIA LLD|111 . RDT RD.|KNNTT DQUA|PA|17348|||USA|840|United States of America|Y|||||6|2|C5007|C0207|||389|4|22|C0066|C1065|H1195|C0392|||| |1|1|A|||6/21/2021
21|T FINNIL|T CORPINNIL U, NTNE INCTN|41 IANGFE RD |BRISTOL|MA|25|1111|1511|41.187581|-71.617177|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||X|||||Corporation|4|www.abc.tfinnil.com|1956|26000|11|K|C|35771756|K|Corporate Revenue|EST|4653|D|Location Sales|MDL|2|||6021|6029|6022|6159|6099|NATIONAL COMMERCIAL BANKS|COMMERCIAL BANKS, NEC|STATE COMMERCIAL BANKS|MISCELLANEOUS BUSINESS CREDIT INSTITUTIONS|FUNCTIONS RELATED TO DEPOSIT BANKING, NEC|522110|522320|541611|522390|561499|Commercial Banking|Financial Transactions Processing, Reserve, and Clearinghouse Activities|Administrative Management and General Management Consulting Services|Other Activities Related to Credit Intermediation|All Other Business Support Services|113178747|TD FINNDIL UD, NTNE DDDOAITN|1135 EMDTN ET|GWM|DE|17818|5517|3|USA|840|United States of America|14171311|TD FINNDIL UD AEDNG NTAIAIE|MADOAI UM 1711 AT 71 |DAAAY AEE|NJ|8134||7|USA|840|United States of America|18433831| TANTNDMNN FINNDIL|66 WEENGTN RD WDT, 15TA FEA TD TWA|TANT|ON||||CAN|124|Canada|||Y|18433831| TANTNDMNN FINNDIL|66 WEENGTN RD WDT, 15TA FEA TD TWA|TANT|ON||||CAN|124|Canada|Y|||||1|1|C5007|C0207|C0210|C0101|264|5|5|H0661|C1081|C1500|C3008||||Y|5|5|M|||6/21/2021
24|WNTGT YNWELLC|WNTGT YNWE LLC.|631 EVA ST 7|BRISTOL|MA|25|1111|1741|41.155678|-71.65181|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1|PO BOX 767|BRISTOL|MA|25|1111|867|41.16158|-71.615877|255||USA|840|United States of America|1|Gender N/A|Ethnicity N/A||||S|||||||www.abc.wntgtynwell.com|1989|5|5|B|B|1711|D|Corporate Sales|MDL|2720|D|Location Sales|MDL||||5084|3699|5999|3548||INDUSTRIAL MACHINERY AND EQUIPMENT|ELECTRICAL MACHINERY, EQUIPMENT, AND SUPPLIES, NEC|MISCELLANEOUS RETAIL STORES, NEC|ELECTRIC AND GAS WELDING AND SOLDERING EQUIPMENT||423830|333994|333992|||Industrial Machinery and Equipment Merchant Wholesalers|Industrial Process Furnace and Oven Manufacturing|Welding and Soldering Equipment Manufacturing|||14|WNTGT DYNWED LLD|631 DEVA RD RD 7|GWM|MA|1111|1741|13|USA|840|United States of America|14|WNTGT DYNWED LLD|631 DEVA RD RD 7|GWM|MA|1111|1741|13|USA|840|United States of America|14|WNTGT DYNWED LLD|631 DEVA RD RD 7|GWM|MA|1111|1741|13|USA|840|United States of America||||14|WNTGT DYNWED LLD|631 THIRD RD RD 7|GWM|MA|1111|1741|13|USA|840|United States of America||||||||||||448|3|36|||||||| |1|1|A|||6/21/2021
25| BT OAI|BT LLC|111 AMKA EN |BRISTOL|MA|25|1111|3675|41.143147|-71.641663|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||X|||||Corporation|4|www.abc.btoai.com|1963|57967|72|K|E|43111111|K|Corporate Revenue|EST|23577|G|Location Sales|MDL||||3999|3451|3483|3489|3511|MANUFACTURING INDUSTRIES, NEC|SCREW MACHINE PRODUCTS|AMMUNITION, EXCEPT FOR SMALL ARMS|ORDNANCE AND ACCESSORIES, NEC|STEAM, GAS, AND HYDRAULIC TURBINES, AND TURBINE GENERATOR SET UNITS|334413|332721|332811|332993|333611|Semiconductor and Related Device Manufacturing|Precision Turned Product Manufacturing|Metal Heat Treating|Ammunition (except Small Arms) Manufacturing|Turbine and Turbine Generator Set Units Manufacturing|151173465|BTD LLD|68 IADIDT AEE ET|GWM|CT|6188||3|USA|840|United States of America|441775|ANWA ADIDOAI UD IND|5 MDK IE|DADAA|CT|6411|1117|9|USA|840|United States of America|31756644|ANWA GAUI|ANAW BEDG.86 DANGGYDANNA|DA||4543|||KOR|410|Republic of Korea (South Korea)|||Y|31756644|ANWA GAUI|ANAW BEDG.86 DANGGYDANNA|GWM|MA|4543|||KOR|410|Republic of Korea (South Korea)|Y|||||1|1|C0210|C5007|||431|3|32|H0661|C3008|G4004|C1064||||Y|5|5|M|||6/21/2021
28|UNAA|UNAA|1671 MAIN RD |BRISTOL|MA|25|1111|1577|41.138681|-71.616417|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.unaa.com|2010|3|2|A|A|868|B|Corporate Sales|MDL|868|B|Location Sales|MDL||||7513|4214|4225|7515|7500|TRUCK RENTAL AND LEASING, WITHOUT DRIVERS|LOCAL TRUCKING WITH STORAGE|GENERAL WAREHOUSING AND STORAGE|PASSENGER CAR LEASING|AUTO REPAIR, SERVICES, AND PARKING|532120|484210|493110|||Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing|Used Household and Office Goods Moving|General Warehousing and Storage|||18|UNAA|1671 MAIN RD|GWM|MA|1111|1577|13|USA|840|United States of America|18|UNAA|1671 MAIN RD|GWM|MA|1111|1577|13|USA|840|United States of America|18|UNAA|1671 MAIN RD|GWM|MA|1111|1577|13|USA|840|United States of America||||11175717|MADOAI|5555 KTZK EN RD 111|GWM|MA|87511|||USA|840|United States of America|Y|Y||||||||||470|3|43||||||||Y|5|5|M|||6/21/2021
29|UNAA|UNAA|671 RDST |PLYMOUTH|MA|25|1117|4117|41.117711|-71.567713|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.unaa.com|2001|12|12|C|C|753|B|Corporate Sales|MDL|953|B|Location Sales|MDL||||7513|||||TRUCK RENTAL AND LEASING, WITHOUT DRIVERS|||||532120|||||Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing|||||17|UNAA|671 RDT RD|GWM|MA|1117|4117|13|USA|840|United States of America|17|UNAA|671 RDT RD|GWM|MA|1117|4117|13|USA|840|United States of America|17|UNAA|671 RDT RD|GWM|MA|1117|4117|13|USA|840|United States of America||||11175717|MADOAI|5555 KTZK EN RD 111|GWM|MA|87511|||USA|840|United States of America|Y|Y||||||||||470|3|43|||||||| |1|1|A|||6/21/2021
30|B MIL|UNAA|187 IANGFE RD |BRISTOL|MA|25|1111|1555|41.187778|-71.63758|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||L|||||Corporation|4|www.abc.bmil.com|1963|290000|30|K|D|168716111|K|Corporate Revenue|ACTUAL|5000|E|Location Sales|MDL|2|||5912|7384|5331|5947|5999|DRUG STORES AND PROPRIETARY STORES|PHOTOFINISHING LABORATORIES|VARIETY STORES|GIFT, NOVELTY, AND SOUVENIR SHOPS|MISCELLANEOUS RETAIL STORES, NEC|446110|812921|445292|453220|446120|Pharmacies and Drug Stores|Photofinishing Laboratories (except One-Hour)|Confectionery and Nut Stores|Gift, Novelty, and Souvenir Stores|Cosmetics, Beauty Supplies, and Perfume Stores|77551111|BD ADAA LLD|1 BD DA|GWM|MA|1875|6146|7|USA|840|United States of America|177483|BD ADAA LLD|N BD DA.|GWM|MA|1875|||USA|840|United States of America|177483|BD ADAA LLD|N BD DA.|GWM|MA|1875|||USA|840|United States of America|||Y|177483|BD ADAA LLD|N BD DA.|GWM|MA|1875|||USA|840|United States of America|Y|||||0|0|C0206||||250|5|5|C1175|H0677|H1195|C1401|Y|||Y|5|5|M|||6/21/2021
31|M NUE UIIEY OAI.|M NUE AT INC LLC|631 EVA ST 5|BRISTOL|MA|25|1111|1741|41.155678|-71.65181|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|M|Ethnicity N/A||||X|||||Corporation|4|www.abc.mnueuiieyoai.com|1995|6315|8|J|B|3171377|K|Corporate Revenue|ACTUAL|4560|D|Location Sales|MDL|2|||5084|3599|5085|||INDUSTRIAL MACHINERY AND EQUIPMENT|INDUSTRIAL AND COMMERCIAL MACHINERY AND EQUIPMENT, NEC|INDUSTRIAL SUPPLIES|||423840|423830||||Industrial Supplies Merchant Wholesalers|Industrial Machinery and Equipment Merchant Wholesalers||||1161676|MDD NDUDE|75 MXDD ET|GWM|MA|11747|3151|103|USA|840|United States of America|17417454|MDD NDUDE DADT DOAI., LLD.|75 MXDD AD|GWM|MA|11747|||USA|840|United States of America|17417454|MDD NDUDE DADT DOAI., LLD.|75 MXDD AD|GWM|MA|11747|||USA|840|United States of America|||Y|17417454|MDD NDUDE DADT DOAI., LLD.|75 MXDD AD|GWM|MA|11747|||USA|840|United States of America|Y|||||1|1|C5007|C0207|C5008|C0178|186|5|3|H0661|C1081|C1500|C3008|||| |1|1|A|Y||6/21/2021
32|MN IZZ IN||311 IANGFE RD |BRISTOL|MA|25|1111|1511|41.188188|-71.637837|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||L|||||Corporation|4|www.abc.mnizzin.com|1998|25|16|D|C|1358|C|Corporate Sales|MDL|1358|C|Location Sales|MDL||||5812|||||EATING AND DRINKING PLACES|||||722511|722000||||Full-Service Restaurants|Food Services and Drinking Places||||31|DMND IZZ IND|311 DIANGFED RD|GWM|MA|1111|1511|13|USA|840|United States of America|31|DMND IZZ IND|311 DIANGFED RD|GWM|MA|1111|1511|13|USA|840|United States of America|31|DMND IZZ IND|311 DIANGFED RD|GWM|MA|1111|1511|13|USA|840|United States of America||||13766735|DMND IZZ LLD|31 FANK EEYD WAGAT DAV|GWM|MA|48115|7757|161|USA|840|United States of America|Y|Y||||3|1|||||359|4|15|G4000|C0066|C1401|C0392|||| |1|1|A|||6/21/2021
33|UMBAEN FAM|UMBAEN CORPAM, LLC.|837 UFFE RD |BRISTOL|MA|25|1111|1717|41.161631|-71.63118|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||X|||||Corporation|4|www.abc.umbaenfam.com|2019|33329|6|K|B|17811111|K|Corporate Revenue|EST|1155|C|Location Sales|MDL||||5411|6021|5400|5331|5541|GROCERY STORES|NATIONAL COMMERCIAL BANKS|FOOD STORES|VARIETY STORES|GASOLINE SERVICE STATIONS|445120|452319|447190|445299||Convenience Stores|All Other General Merchandise Stores|Other Gasoline Stations|All Other Specialty Food Stores||17775717|DUMBAEND FAMD LLD|165 FENDET ET|GWM|MA|1581|1131|27|USA|840|United States of America|135715717|G ATE MADOAI , IND|311 W 3ET RD|GWM|MA|45111||61|USA|840|United States of America|118615164|G GAUI EMTD|WTETD AD FFDOAI, ADENGDN AD, GUD|GWM|MA||||GBR|826|United Kingdom of Great Britain and Northern Ireland|||Y|118615164|G GAUI EMTD|WTETD AD FFDOAI, ADENGDN AD, GUD|GWM|MA||||GBR|826|United Kingdom of Great Britain and Northern Ireland|Y|||||1|1|C5007|C0210|C0101|C0178|204|5|4|H0661|C1081|C1500|H0819||||Y|5|5|M|||6/21/2021
35|AKE IAUT||31 GUNN GAY EN |BRISTOL|MA|25|1111|1316|41.166171|-71.631114|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA|||Y||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.akeiaut.com|1990|1|1|A|A|51|A|Corporate Sales|MDL|51|A|Location Sales|MDL||||5499|7299||||MISCELLANEOUS FOOD STORES|MISCELLANEOUS PERSONAL SERVICES, NEC||||445299|454390|446191|812990||All Other Specialty Food Stores|Other Direct Selling Establishments|Food (Health) Supplement Stores|All Other Personal Services||35|DAKE IADUDTD|31 GUNN GAY EN|GWM|MA|1111|1316|13|USA|840|United States of America|35|DAKE IADUDTD|31 GUNN GAY EN|GWM|MA|1111|1316|13|USA|840|United States of America|35|DAKE IADUDTD|31 GUNN GAY EN|GWM|MA|1111|1316|13|USA|840|United States of America||||6311115|DAKE NTANTNE, LLD|4747 WEEW ET|GWM|MA|74588|1763|1|USA|840|United States of America|Y|Y||||||||||449|3|36||||||||Y|5|4|M|||6/21/2021
37|OAIT UTTET||856 UFFE RD |BRISTOL|MA|25|1111|1718|41.16171|-71.631111|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|F|Ethnicity N/A||Y||S|||||Corporation|4|www.abc.oaituttet.com|1999|8|8|B|B|168|A|Corporate Sales|MDL|268|A|Location Sales|MDL||||7231|7241||||BEAUTY SHOPS|BARBER SHOPS||||812112|325620|812111|||Beauty Salons|Toilet Preparation Manufacturing|Barber Shops|||37|DOAIDT DUTTET|856 DUFFED RD|GWM|MA|1111|1718|13|USA|840|United States of America|37|DOAIDT DUTTET|856 DUFFED RD|GWM|MA|1111|1718|13|USA|840|United States of America|37|DOAIDT DUTTET|856 DUFFED RD|GWM|MA|1111|1718|13|USA|840|United States of America||||13871131|AGD LLD|3711 WYZT BEVD RD 511|GWM|MA|55416|17||USA|840|United States of America|Y|Y||||||||||473|3|44||||||||Y|5|5|M|||6/21/2021
38|MG AFNG IAUT|MG, LLC.|153 BWE WAY |BRISTOL|MA|25|1111|1718|41.155818|-71.656117|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1|PO BOX 537|BRISTOL|MA|25|1111|518|41.16155|-71.615817|255||USA|840|United States of America|1|Gender N/A|Ethnicity N/A||||S|||||||www.abc.mgafngiaut.com|1982|2|2|A|A|3475|D|Corporate Sales|MDL|3475|D|Location Sales|MDL||||5211|8742|3452|7371|3315|LUMBER AND OTHER BUILDING MATERIALS DEALERS|MANAGEMENT CONSULTING SERVICES|BOLTS, NUTS, SCREWS, RIVETS, AND WASHERS|COMPUTER PROGRAMMING SERVICES|STEEL WIREDRAWING AND STEEL NAILS AND SPIKES|237120|541612|541613|331222|332722|Oil and Gas Pipeline and Related Structures Construction|Human Resources Consulting Services|Marketing Consulting Services|Steel Wire Drawing|Bolt, Nut, Screw, Rivet, and Washer Manufacturing|38|MG AFNG IADUDTD|153 BWED ET|GWM|MA|1111|1718|13|USA|840|United States of America|38|MG AFNG IADUDTD|153 BWED ET|GWM|MA|1111|1718|13|USA|840|United States of America|38|MG AFNG IADUDTD|153 BWED ET|GWM|MA|1111|1718|13|USA|840|United States of America||||38|MG AFNG IADUDTD|153 BWED ET|GWM|MA|1111|1718|13|USA|840|United States of America||||||4|1|C5007||||398|4|24|C1175|H0677|C1065|C0392||||Y|5|5|M|||6/21/2021
39|WEGAN|WEGAN INC.|61 IANGFE RD |BRISTOL|MA|25|1111|1511|41.187668|-71.631473|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||X|||||Corporation|4|www.abc.wegan.com|1989|345000|4|K|A|137537111|K|Corporate Revenue|ACTUAL|9254|E|Location Sales|MDL|2|||5912|5900|5999|5331|7384|DRUG STORES AND PROPRIETARY STORES|MISCELLANEOUS RETAIL|MISCELLANEOUS RETAIL STORES, NEC|VARIETY STORES|PHOTOFINISHING LABORATORIES|446110|453220|452319|446120|812921|Pharmacies and Drug Stores|Gift, Novelty, and Souvenir Stores|All Other General Merchandise Stores|Cosmetics, Beauty Supplies, and Perfume Stores|Photofinishing Laboratories (except One-Hour)|7316714|WEGAN DOAI.|311 WEMT ET RD 111|GWM|MA|61115|4618|97|USA|840|United States of America|113176418|WEGAND BTD EELLDOAI, LLD.|118 WEMT ET|GWM|MA|61115|5145|97|USA|840|United States of America|113176418|WEGAND BTD EELLDOAI, LLD.|118 WEMT ET|GWM|MA|61115|5145|97|USA|840|United States of America|||Y|113176418|WEGAND BTD EELLDOAI, LLD.|118 WEMT ET|GWM|MA|61115|5145|97|USA|840|United States of America|Y|||||5|2|C5007|C0207|C5008|C0101|195|5|4|H0661|C1081|C1500|C3008||||Y|5|5|M|||6/21/2021
42|UAIA AEEMAK OAIET AND GFT||838 UFFE RD |BRISTOL|MA|25|1111|1718|41.16316|-71.631171|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|M|Ethnicity N/A||||L|||||Corporation|4|www.abc.uaiaaeemakoaietgft.com|1988|8|8|B|B|718|B|Corporate Sales|MDL|728|B|Location Sales|MDL||||5947|||||GIFT, NOVELTY, AND SOUVENIR SHOPS|||||453220|||||Gift, Novelty, and Souvenir Stores|||||41|DUAIAD AEEMAK DOAIET AND GFT|838 DUFFED RD|GWM|MA|1111|1718|13|USA|840|United States of America|41|DUAIAD AEEMAK DOAIET AND GFT|838 DUFFED RD|GWM|MA|1111|1718|13|USA|840|United States of America|41|DUAIAD AEEMAK DOAIET AND GFT|838 DUFFED RD|GWM|MA|1111|1718|13|USA|840|United States of America||||13871178|AEEMAK DOAIETD LLD.|1511 MDG RD|GWM|MA|64118|||USA|840|United States of America|Y|Y||||||||||449|3|36|||||||| |1|1|A|Y||6/21/2021
49|ABATINCE||634 MAIN RD |BRISTOL|MA|25|1111|1511|41.171737|-71.614783|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||X|||||Corporation|4|www.abc.abatfe.com|1994|21|10|D|C|1715|C|Corporate Sales|MDL|1925|C|Location Sales|MDL||||5411|5400|5541|||GROCERY STORES|FOOD STORES|GASOLINE SERVICE STATIONS|||445120|447110|447190|||Convenience Stores|Gasoline Stations with Convenience Stores|Other Gasoline Stations|||47|ABATD F E|634 MAIN RD|GWM|MA|1111|1511|13|USA|840|United States of America|47|ABATD F E|634 MAIN RD|GWM|MA|1111|1511|13|USA|840|United States of America|47|ABATD F E|634 MAIN RD|GWM|MA|1111|1511|13|USA|840|United States of America||||31756734|NAGY TANDFA EI|8111 WDTDADTA DA RD 611|GWM|MA|75115|6141|113|USA|840|United States of America|Y|Y||||||||||433|3|33||||||||Y|5|5|M|||6/21/2021
50|A A ILLC ENT AY FAM|AI A  LLC.|133 MAIN RD |BRISTOL|MA|25|1111|1851|41.184867|-71.617111|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||X|||||Corporation|4|www.abc.aaillentayfam.com|1970|3000|180|I|F|1111111|K|Corporate Sales|MDL|421|A|Location Sales|MDL||||191|241|4212|2086|2026|GENERAL FARMS, PRIMARILY CROP|DAIRY FARMS|LOCAL TRUCKING WITHOUT STORAGE|BOTTLED AND CANNED SOFT DRINKS AND CARBONATED WATERS|FLUID MILK|112519|484210|112120|312111|311511|Other Aquaculture|Used Household and Office Goods Moving|Dairy Cattle and Milk Production|Soft Drink Manufacturing|Fluid Milk Manufacturing|37876761|AD A I LLD|71 VATT V|GWM|MA|1151|1311|25|USA|840|United States of America|17115153|DOAITMUNT DAY AEDNGD EMTD IATNEI|6 KMBEE EN|GWM|MA|1741|1681|9|USA|840|United States of America|17115153|DOAITMUNT DAY AEDNGD EMTD IATNEI|6 KMBEE EN|GWM|MA|1741|1681|9|USA|840|United States of America|||Y|17115153|DOAITMUNT DAY AEDNGD EMTD IATNEI|6 KMBEE EN|GWM|MA|1741|1681|9|USA|840|United States of America|Y|||||6|2|C0094|C5007|C0207|C0091|215|5|4|H0661|C1081|C1500|C3008||||Y|5|5|M|||6/21/2021
51|GEA UIAMAKT G||831 UFFE RD |BRISTOL|MA|25|1111|1718|41.163171|-71.631171|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.geauiamaktg.com|2014|90|25|E|D|17715|F|Corporate Sales|MDL|17925|F|Location Sales|MDL||||5411|||||GROCERY STORES|||||445110|||||Supermarkets and Other Grocery (except Convenience) Stores|||||51|GDDEAD DUIAMAKT G|831 DUFFED RD|GWM|MA|1111|1718|13|USA|840|United States of America|51|GDDEAD DUIAMAKT G|831 DUFFED RD|GWM|MA|1111|1718|13|USA|840|United States of America|51|GDDEAD DUIAMAKT G|831 DUFFED RD|GWM|MA|1111|1718|13|USA|840|United States of America||||51|GDDEAD DUIAMAKT G|831 DUFFED RD|GWM|MA|1111|1718|13|USA|840|United States of America||||||6|2|C0210|C0022|||457|3|38|C0066|C0392|C1206|H0838||||Y|5|5|M|||6/21/2021
